numero_processo,g1_fonte,g1_resultado,g2_resultado,tst_resultado,worker_outcome,tem_dados_reais_g1,core
00004263220165140003,NENHUMA,,,Desprovido,PERDEU,False,00004262016514
00017589220145100010,NENHUMA,,,Desprovido,PERDEU,False,00017582014510
02128000720135130011,NENHUMA,,,Desprovido,PERDEU,False,02128002013513
00017182920155120040,NENHUMA,,,Desprovido,PERDEU,False,00017182015512
10000541020175020086,NENHUMA,,,Desprovido,PERDEU,False,10000542017502
00105402820155030017,NENHUMA,,,Desprovido,PERDEU,False,00105402015503
00103354020145150133,NENHUMA,,,Desprovido,PERDEU,False,00103352014515
00005992620145200014,NENHUMA,,,Desprovido,PERDEU,False,00005992014520
01319779020155130006,NENHUMA,,,Desprovido,PERDEU,False,01319772015513
00003984120165120061,NENHUMA,,,Provido,GANHOU,False,00003982016512
00109270220145030042,NENHUMA,,,Desprovido,PERDEU,False,00109272014503
00104708620155030186,NENHUMA,,,Desprovido,PERDEU,False,00104702015503
01317885520155130025,NENHUMA,,,Desprovido,PERDEU,False,01317882015513
00005085420165130015,NENHUMA,,,Desprovido,PERDEU,False,00005082016513
00001029220165190006,NENHUMA,,,Desprovido,PERDEU,False,00001022016519
00006446520165210003,NENHUMA,,,Desprovido,PERDEU,False,00006442016521
00213976120145040205,NENHUMA,,,Desprovido,PERDEU,False,00213972014504
01306132020155130027,NENHUMA,,,Provido,GANHOU,False,01306132015513
00000603520145050028,NENHUMA,,,Desprovido,PERDEU,False,00000602014505
00015211220165130008,NENHUMA,,,Desprovido,PERDEU,False,00015212016513
00007064520145040231,NENHUMA,,,Desprovido,PERDEU,False,00007062014504
00003322220155020046,NENHUMA,,,Desprovido,PERDEU,False,00003322015502
00005372120155020444,NENHUMA,,,Desprovido,PERDEU,False,00005372015502
00112217920145150055,NENHUMA,,,Desprovido,PERDEU,False,00112212014515
00015653420165130007,NENHUMA,,,Desprovido,PERDEU,False,00015652016513
00008183720155120043,NENHUMA,,,Desprovido,PERDEU,False,00008182015512
00007160520165130026,NENHUMA,,,Provido,GANHOU,False,00007162016513
00010947120145090242,NENHUMA,,,Provido,GANHOU,False,00010942014509
00015908920145090084,NENHUMA,,,Provido,GANHOU,False,00015902014509
00006781520155120039,NENHUMA,,,Desprovido,PERDEU,False,00006782015512
01318002320155130008,NENHUMA,,,Desprovido,PERDEU,False,01318002015513
00010924220165130009,NENHUMA,,,Desprovido,PERDEU,False,00010922016513
01304812920155130005,NENHUMA,,,Desprovido,PERDEU,False,01304812015513
00012355220155020371,NENHUMA,,,Desprovido,PERDEU,False,00012352015502
00003944820165120014,NENHUMA,,,Desprovido,PERDEU,False,00003942016512
00010113520145030044,NENHUMA,,,Provido,GANHOU,False,00010112014503
00115657720145150114,NENHUMA,,,Desprovido,PERDEU,False,00115652014515
00035098520155120055,NENHUMA,,,Desprovido,PERDEU,False,00035092015512
00240139520145240061,NENHUMA,,,Desprovido,PERDEU,False,00240132014524
00003882920165130009,NENHUMA,,,Desprovido,PERDEU,False,00003882016513
00110398620155010075,NENHUMA,,,Provido,GANHOU,False,00110392015501
01316829020155130026,NENHUMA,,,Desprovido,PERDEU,False,01316822015513
00007986620155110013,NENHUMA,,,Desprovido,PERDEU,False,00007982015511
00766000420095150067,NENHUMA,,,Desprovido,PERDEU,False,00766002009515
00111196020165030107,NENHUMA,,,Desprovido,PERDEU,False,00111192016503
00112575820135150152,NENHUMA,,,Provido,GANHOU,False,00112572013515
00101054320165030074,NENHUMA,,,Desprovido,PERDEU,False,00101052016503
00004471320145090651,NENHUMA,,,Desprovido,PERDEU,False,00004472014509
00210768720145040023,NENHUMA,,,Provido,GANHOU,False,00210762014504
00005465220125090004,NENHUMA,,,Desprovido,PERDEU,False,00005462012509
00008484120155140003,NENHUMA,,,Desprovido,PERDEU,False,00008482015514
00007894020145050132,NENHUMA,,,Desprovido,PERDEU,False,00007892014505
00007367620145050191,NENHUMA,,,Desprovido,PERDEU,False,00007362014505
00110583620145010008,NENHUMA,,,Desprovido,PERDEU,False,00110582014501
00111783820145150025,NENHUMA,,,Desprovido,PERDEU,False,00111782014515
01470003020095090093,NENHUMA,,,Provido,GANHOU,False,01470002009509
00014144120135150032,NENHUMA,,,Desprovido,PERDEU,False,00014142013515
00006343520115150012,NENHUMA,,,Desprovido,PERDEU,False,00006342011515
00207309320145040005,NENHUMA,,,Provido,GANHOU,False,00207302014504
00200340420165040291,NENHUMA,,,Provido,GANHOU,False,00200342016504
00006335420155120057,NENHUMA,,,Provido,GANHOU,False,00006332015512
00018379620115060007,NENHUMA,,,Desprovido,PERDEU,False,00018372011506
00003301520145020005,NENHUMA,,,Desprovido,PERDEU,False,00003302014502
00009229720165120009,NENHUMA,,,Desprovido,PERDEU,False,00009222016512
00114235020155120008,NENHUMA,,,Desprovido,PERDEU,False,00114232015512
00018304220145020062,NENHUMA,,,Desprovido,PERDEU,False,00018302014502
00012561120125050222,NENHUMA,,,Desprovido,PERDEU,False,00012562012505
00106491120145150060,NENHUMA,,,Desprovido,PERDEU,False,00106492014515
00009491820155060192,NENHUMA,,,Desprovido,PERDEU,False,00009492015506
00012314920165130023,NENHUMA,,,Desprovido,PERDEU,False,00012312016513
00002053420165130017,NENHUMA,,,Desprovido,PERDEU,False,00002052016513
01312442120155130008,NENHUMA,,,Desprovido,PERDEU,False,01312442015513
00611009820125170013,NENHUMA,,,Desprovido,PERDEU,False,00611002012517
00010486920155120014,NENHUMA,,,Desprovido,PERDEU,False,00010482015512
00005868620145030018,NENHUMA,,,Desprovido,PERDEU,False,00005862014503
00000593020115050004,NENHUMA,,,Provido,GANHOU,False,00000592011505
00002339120145020012,NENHUMA,,,Desprovido,PERDEU,False,00002332014502
00012041620155120060,NENHUMA,,,Desprovido,PERDEU,False,00012042015512
00013096820155050195,NENHUMA,,,Desprovido,PERDEU,False,00013092015505
00018490820135120029,NENHUMA,,,Provido,GANHOU,False,00018492013512
00022797320155090028,NENHUMA,,,Provido,GANHOU,False,00022792015509
00004580620165110008,NENHUMA,,,Desprovido,PERDEU,False,00004582016511
00216422720145040026,NENHUMA,,,Provido,GANHOU,False,00216422014504
01317518220155130007,NENHUMA,,,Desprovido,PERDEU,False,01317512015513
00005936120145190009,NENHUMA,,,Provido,GANHOU,False,00005932014519
00008646020155060312,NENHUMA,,,Desprovido,PERDEU,False,00008642015506
00118047220145010049,NENHUMA,,,Provido,GANHOU,False,00118042014501
00004310520105200001,NENHUMA,,,Desprovido,PERDEU,False,00004312010520
00001852620155120043,NENHUMA,,,Desprovido,PERDEU,False,00001852015512
00007929820155090018,NENHUMA,,,Desprovido,PERDEU,False,00007922015509
00008601420155090094,NENHUMA,,,Desprovido,PERDEU,False,00008602015509
01301720920145130016,NENHUMA,,,Desprovido,PERDEU,False,01301722014513
00003090220115150096,NENHUMA,,,Desprovido,PERDEU,False,00003092011515
00014883820155020016,NENHUMA,,,Desprovido,PERDEU,False,00014882015502
00010048420155050195,NENHUMA,,,Desprovido,PERDEU,False,00010042015505
00008412620165060233,NENHUMA,,,Desprovido,PERDEU,False,00008412016506
00006516720165130007,NENHUMA,,,Desprovido,PERDEU,False,00006512016513
00110733420135010042,NENHUMA,,,Desprovido,PERDEU,False,00110732013501
00112177020145010010,NENHUMA,,,Desprovido,PERDEU,False,00112172014501
00112466020155010342,NENHUMA,,,Desprovido,PERDEU,False,00112462015501
00120512820145150093,NENHUMA,,,Desprovido,PERDEU,False,00120512014515
00219153320145040405,NENHUMA,,,Desprovido,PERDEU,False,00219152014504
00012592220135030113,NENHUMA,,,Provido,GANHOU,False,00012592013503
00109838220145030091,NENHUMA,,,Desprovido,PERDEU,False,00109832014503
01317076620155130006,NENHUMA,,,Provido,GANHOU,False,01317072015513
00029265520125120007,NENHUMA,,,Provido,GANHOU,False,00029262012512
01301236120155130006,NENHUMA,,,Desprovido,PERDEU,False,01301232015513
00000942320165130026,NENHUMA,,,Desprovido,PERDEU,False,00000942016513
00106604920155120008,NENHUMA,,,Desprovido,PERDEU,False,00106602015512
00001135520145090658,NENHUMA,,,Desprovido,PERDEU,False,00001132014509
00000367120165130009,NENHUMA,,,Desprovido,PERDEU,False,00000362016513
00205192320155040005,NENHUMA,,,Provido,GANHOU,False,00205192015504
00004728020155050011,NENHUMA,,,Desprovido,PERDEU,False,00004722015505
00007394120145060017,NENHUMA,,,Desprovido,PERDEU,False,00007392014506
00004463720155090863,NENHUMA,,,Desprovido,PERDEU,False,00004462015509
00020957320145030108,NENHUMA,,,Desprovido,PERDEU,False,00020952014503
00002400920145090006,NENHUMA,,,Desprovido,PERDEU,False,00002402014509
00013157220135090021,NENHUMA,,,Desprovido,PERDEU,False,00013152013509
00009363720155120035,NENHUMA,,,Desprovido,PERDEU,False,00009362015512
00000017820165120029,NENHUMA,,,Desprovido,PERDEU,False,00000012016512
00025081520125020034,NENHUMA,,,Desprovido,PERDEU,False,00025082012502
00012271220145020371,NENHUMA,,,Desprovido,PERDEU,False,00012272014502
00009355920135150093,NENHUMA,,,Desprovido,PERDEU,False,00009352013515
00013246020165130007,NENHUMA,,,Desprovido,PERDEU,False,00013242016513
00119183120155150002,NENHUMA,,,Desprovido,PERDEU,False,00119182015515
00111481920145010081,NENHUMA,,,Desprovido,PERDEU,False,00111482014501
00116249820145010035,NENHUMA,,,Desprovido,PERDEU,False,00116242014501
00200796220145040522,NENHUMA,,,Desprovido,PERDEU,False,00200792014504
00002822320135120002,NENHUMA,,,Provido,GANHOU,False,00002822013512
00000486820155020028,NENHUMA,,,Desprovido,PERDEU,False,00000482015502
00001336520155020089,NENHUMA,,,Provido,GANHOU,False,00001332015502
00024760820125020261,NENHUMA,,,Desprovido,PERDEU,False,00024762012502
00002501920145060012,NENHUMA,,,Desprovido,PERDEU,False,00002502014506
00205123820145040305,NENHUMA,,,Desprovido,PERDEU,False,00205122014504
00028566720115060192,NENHUMA,,,Desprovido,PERDEU,False,00028562011506
00127412220145150137,NENHUMA,,,Desprovido,PERDEU,False,00127412014515
00100054520155120051,NENHUMA,,,Desprovido,PERDEU,False,00100052015512
00003018520105150152,NENHUMA,,,Desprovido,PERDEU,False,00003012010515
00000211620145120037,NENHUMA,,,Desprovido,PERDEU,False,00000212014512
00003591520155100003,NENHUMA,,,Desprovido,PERDEU,False,00003592015510
00101330720155030022,NENHUMA,,,Desprovido,PERDEU,False,00101332015503
00117043820145010043,NENHUMA,,,Desprovido,PERDEU,False,00117042014501
00100958920145010020,NENHUMA,,,Desprovido,PERDEU,False,00100952014501
00107064020145150121,NENHUMA,,,Desprovido,PERDEU,False,00107062014515
00111965920165030078,NENHUMA,,,Desprovido,PERDEU,False,00111962016503
00122893420155150086,NENHUMA,,,Desprovido,PERDEU,False,00122892015515
00005182820155060145,NENHUMA,,,Desprovido,PERDEU,False,00005182015506
00012783720155190008,NENHUMA,,,Provido,GANHOU,False,00012782015519
00003135220145020401,NENHUMA,,,Desprovido,PERDEU,False,00003132014502
00016913120145090245,NENHUMA,,,Desprovido,PERDEU,False,00016912014509
00012455620135020019,NENHUMA,,,Desprovido,PERDEU,False,00012452013502
00002299620155060371,NENHUMA,,,Provido,GANHOU,False,00002292015506
00005848920155020057,NENHUMA,,,Desprovido,PERDEU,False,00005842015502
00004527520145090088,NENHUMA,,,Desprovido,PERDEU,False,00004522014509
00011609020125020056,NENHUMA,,,Desprovido,PERDEU,False,00011602012502
00006185820155020059,NENHUMA,,,Desprovido,PERDEU,False,00006182015502
10013553720155020708,NENHUMA,,,Provido,GANHOU,False,10013552015502
00025292420115020002,NENHUMA,,,Provido,GANHOU,False,00025292011502
00100358920145150097,NENHUMA,,,Desprovido,PERDEU,False,00100352014515
00117865320155150105,NENHUMA,,,Desprovido,PERDEU,False,00117862015515
00014746520165120008,NENHUMA,,,Provido,GANHOU,False,00014742016512
00004842720155020028,NENHUMA,,,Provido,GANHOU,False,00004842015502
00012374220155170003,NENHUMA,,,Desprovido,PERDEU,False,00012372015517
00014262520155020007,NENHUMA,,,Desprovido,PERDEU,False,00014262015502
00014980920155020008,NENHUMA,,,Desprovido,PERDEU,False,00014982015502
00012260220165110017,NENHUMA,,,Desprovido,PERDEU,False,00012262016511
00004674120145040231,NENHUMA,,,Provido,GANHOU,False,00004672014504
00006578620165230107,NENHUMA,,,Desprovido,PERDEU,False,00006572016523
00107175120165030180,NENHUMA,,,Desprovido,PERDEU,False,00107172016503
00003449220165060271,NENHUMA,,,Desprovido,PERDEU,False,00003442016506
00014492520165130008,NENHUMA,,,Desprovido,PERDEU,False,00014492016513
00219370320145040402,NENHUMA,,,Provido,GANHOU,False,00219372014504
00019040220145190005,NENHUMA,,,Desprovido,PERDEU,False,00019042014519
00104062120135050015,NENHUMA,,,Desprovido,PERDEU,False,00104062013505
00008564220145100010,NENHUMA,,,Desprovido,PERDEU,False,00008562014510
00004030620125090411,NENHUMA,,,Provido,GANHOU,False,00004032012509
01310631720155130009,NENHUMA,,,Desprovido,PERDEU,False,01310632015513
00100332520145060371,NENHUMA,,,Desprovido,PERDEU,False,00100332014506
00013964920155120059,NENHUMA,,,Desprovido,PERDEU,False,00013962015512
00028028220125020029,NENHUMA,,,Desprovido,PERDEU,False,00028022012502
00023199520145020089,NENHUMA,,,Provido,GANHOU,False,00023192014502
00026840420145020202,NENHUMA,,,Desprovido,PERDEU,False,00026842014502
00108397120165030016,NENHUMA,,,Desprovido,PERDEU,False,00108392016503
00110478420135010026,NENHUMA,,,Provido,GANHOU,False,00110472013501
01641006820095200003,NENHUMA,,,Desprovido,PERDEU,False,01641002009520
00018050520145090007,NENHUMA,,,Provido,GANHOU,False,00018052014509
00016420820125090003,NENHUMA,,,Desprovido,PERDEU,False,00016422012509
00021846620125020085,NENHUMA,,,Desprovido,PERDEU,False,00021842012502
00001558520165190002,NENHUMA,,,Provido,GANHOU,False,00001552016519
01302597020155130002,NENHUMA,,,Desprovido,PERDEU,False,01302592015513
00002168920165060233,NENHUMA,,,Desprovido,PERDEU,False,00002162016506
00005886520165190010,NENHUMA,,,Provido,GANHOU,False,00005882016519
00005497520125120019,NENHUMA,,,Desprovido,PERDEU,False,00005492012512
00111941020145010242,NENHUMA,,,Desprovido,PERDEU,False,00111942014501
00208417520145040523,NENHUMA,,,Desprovido,PERDEU,False,00208412014504
01137003720135130025,NENHUMA,,,Desprovido,PERDEU,False,01137002013513
00019095620145030009,NENHUMA,,,Desprovido,PERDEU,False,00019092014503
00103140920145010051,NENHUMA,,,Desprovido,PERDEU,False,00103142014501
00109492620145010039,NENHUMA,,,Desprovido,PERDEU,False,00109492014501
00004131820165130017,NENHUMA,,,Provido,GANHOU,False,00004132016513
00002625220165130017,NENHUMA,,,Provido,GANHOU,False,00002622016513
00105579220165150147,NENHUMA,,,Desprovido,PERDEU,False,00105572016515
00006389420155040802,NENHUMA,,,Desprovido,PERDEU,False,00006382015504
00009778220135040233,NENHUMA,,,Provido,GANHOU,False,00009772013504
00004154520165210023,NENHUMA,,,Desprovido,PERDEU,False,00004152016521
00205148020155040302,NENHUMA,,,Provido,GANHOU,False,00205142015504
00009861820155170005,NENHUMA,,,Desprovido,PERDEU,False,00009862015517
01313664320155130005,NENHUMA,,,Desprovido,PERDEU,False,01313662015513
00100557320155120018,NENHUMA,,,Desprovido,PERDEU,False,00100552015512
00000451220145040831,NENHUMA,,,Desprovido,PERDEU,False,00000452014504
00202965120155040561,NENHUMA,,,Provido,GANHOU,False,00202962015504
00116452820145150086,NENHUMA,,,Desprovido,PERDEU,False,00116452014515
00004003020135150094,NENHUMA,,,Provido,GANHOU,False,00004002013515
00003610420145150060,NENHUMA,,,Desprovido,PERDEU,False,00003612014515
10008439720145020608,NENHUMA,,,Desprovido,PERDEU,False,10008432014502
00006958620135020431,NENHUMA,,,Provido,GANHOU,False,00006952013502
00014524320155080205,NENHUMA,,,Desprovido,PERDEU,False,00014522015508
10004074520155020466,NENHUMA,,,Desprovido,PERDEU,False,10004072015502
00104221320165030148,NENHUMA,,,Desprovido,PERDEU,False,00104222016503
10013941620155020714,NENHUMA,,,Desprovido,PERDEU,False,10013942015502
00021107320145030033,NENHUMA,,,Desprovido,PERDEU,False,00021102014503
00119018820165030003,NENHUMA,,,Desprovido,PERDEU,False,00119012016503
00014407720145120035,NENHUMA,,,Provido,GANHOU,False,00014402014512
00008740920145110019,NENHUMA,,,Desprovido,PERDEU,False,00008742014511
00117101920145030163,NENHUMA,,,Desprovido,PERDEU,False,00117102014503
00010214220155060018,NENHUMA,,,Provido,GANHOU,False,00010212015506
00111507420165030109,NENHUMA,,,Desprovido,PERDEU,False,00111502016503
00105532220165030169,NENHUMA,,,Desprovido,PERDEU,False,00105532016503
10000696020165020717,NENHUMA,,,Desprovido,PERDEU,False,10000692016502
00001524320175130009,NENHUMA,,,Desprovido,PERDEU,False,00001522017513
00001266020175130004,NENHUMA,,,Desprovido,PERDEU,False,00001262017513
00117390320155150001,NENHUMA,,,Desprovido,PERDEU,False,00117392015515
00116013420155150131,NENHUMA,,,Desprovido,PERDEU,False,00116012015515
00101167320155030182,NENHUMA,,,Desprovido,PERDEU,False,00101162015503
00016607820155060012,NENHUMA,,,Desprovido,PERDEU,False,00016602015506
00001081820155200003,NENHUMA,,,Desprovido,PERDEU,False,00001082015520
00001713220155120014,NENHUMA,,,Desprovido,PERDEU,False,00001712015512
01302137520155130004,NENHUMA,,,Desprovido,PERDEU,False,01302132015513
00113774120165030052,NENHUMA,,,Provido,GANHOU,False,00113772016503
00007737520135090014,NENHUMA,,,Desprovido,PERDEU,False,00007732013509
00115326220165030143,NENHUMA,,,Desprovido,PERDEU,False,00115322016503
00209945220155040304,NENHUMA,,,Desprovido,PERDEU,False,00209942015504
00011607220155050001,NENHUMA,,,Desprovido,PERDEU,False,00011602015505
00202559120155040203,NENHUMA,,,Desprovido,PERDEU,False,00202552015504
10010748120155020611,NENHUMA,,,Desprovido,PERDEU,False,10010742015502
10010772720155020614,NENHUMA,,,Desprovido,PERDEU,False,10010772015502
10004557520155020313,NENHUMA,,,Desprovido,PERDEU,False,10004552015502
00009714520165120040,NENHUMA,,,Desprovido,PERDEU,False,00009712016512
00203292720155040404,NENHUMA,,,Provido,GANHOU,False,00203292015504
00113557820145150032,NENHUMA,,,Desprovido,PERDEU,False,00113552014515
00001196320175120047,NENHUMA,,,Desprovido,PERDEU,False,00001192017512
00246265420165240091,NENHUMA,,,Desprovido,PERDEU,False,00246262016524
00118107920145030031,NENHUMA,,,Desprovido,PERDEU,False,00118102014503
10001294820165020712,NENHUMA,,,Desprovido,PERDEU,False,10001292016502
10018194520165020605,NENHUMA,,,Desprovido,PERDEU,False,10018192016502
00201380920155040104,NENHUMA,,,Provido,GANHOU,False,00201382015504
00012387420155100018,NENHUMA,,,Desprovido,PERDEU,False,00012382015510
00009405420135040007,NENHUMA,,,Provido,GANHOU,False,00009402013504
